Date,Station,tmax_c,tmin_c,prcp_mm,wind_max2m_ms,srad_MJm2,ETo_mm,wind_mean2m_ms
2019-08-09,Radium,28.7,20.4,4.06,5.4,NA,2.34,2.1
2019-08-10,Radium,32.1,22.6,0,6.4,NA,3.23,2.6
2019-08-11,Radium,36.2,21.4,0,10.4,NA,5.89,2.8
2019-08-12,Radium,34.8,21.3,0,9.9,NA,5.38,2.8
2019-08-13,Radium,34.7,17.2,18.54,NA,NA,5.03,3
2019-08-14,Radium,30.7,16.6,0,8,NA,5.28,2.4
2019-08-15,Radium,35.6,19.2,0,8.7,NA,6.02,3.1
2019-08-16,Radium,35.3,19.9,0.51,9.7,NA,4.09,3.1
2019-08-17,Radium,33.4,20.2,0,11.1,NA,5.82,4
2019-08-18,Radium,33,18.8,0,9.4,NA,5.71,2.7
2019-08-19,Radium,37.1,21.6,0,7,NA,5.97,2.7
2019-08-20,Radium,40.3,24.3,0,11.9,NA,6.99,3.6
2019-08-21,Radium,29.1,20.1,6.86,18.6,NA,3.25,4.6
2019-08-22,Radium,26.2,19.6,2.03,7,NA,2.34,2.4
2019-08-23,Radium,28.6,18.7,2.03,11.1,NA,2.97,3.4
2019-08-24,Radium,27.9,20.2,0,7.1,NA,2.18,2.9
2019-08-25,Radium,29.1,16.6,58.17,12.3,NA,3.35,3.3
2019-08-26,Radium,30.4,19.4,0,9.5,NA,4.67,4.1
2019-08-27,Radium,26.6,16.3,7.62,7.9,NA,3.33,1.8
2019-08-28,Radium,29.6,13.3,0,7,NA,5.08,2.4
2019-08-29,Radium,33.6,20.5,0,15.7,NA,5.56,3.8
2019-08-30,Radium,28.3,18.8,0,7.7,NA,4.78,3.3
2019-08-31,Radium,27.4,17.6,5.59,8.8,NA,2.72,2.3
2019-09-01,Radium,28.8,15.7,0,6.6,NA,3.02,2.1
2019-09-02,Radium,34.1,20.7,0,8.6,NA,5.69,3.7
2019-09-03,Radium,35.6,20.8,0,9,NA,6.07,3.6
2019-09-04,Radium,33.3,19.9,0,7.3,NA,5.08,2.8
2019-09-05,Radium,35,18.6,0,9.3,NA,6.53,3.7
2019-09-06,Radium,31.3,15.4,0,8.2,NA,4.65,2.4
2019-09-07,Radium,35.7,17.1,1.27,13.1,NA,5.18,3.2
2019-09-08,Radium,27.4,20.6,0,4.7,NA,1.65,1.6
2019-09-09,Radium,31,20.8,3.05,12.3,NA,3.3,4.1
2019-09-10,Radium,32.4,21.2,0,11.1,NA,4.98,4.6
2019-09-11,Radium,32.6,21.2,0,12.8,NA,6.45,5.7
2019-09-12,Radium,28.3,14.1,0,11.4,NA,5.23,4
2019-09-13,Radium,29.5,9.8,0,7.9,NA,4.83,2
2019-09-14,Radium,34.4,19.3,0,11.8,NA,6.02,5.1
2019-09-15,Radium,35.4,21.1,0,10.4,NA,6.81,4.4
2019-09-16,Radium,34.8,20.7,0,11.9,NA,6.35,4.3
2019-09-17,Radium,33.8,21.3,0,13,NA,6.4,5.2
2019-09-18,Radium,34.7,23.1,0,12.2,NA,6.78,5.1
2019-09-19,Radium,33.4,19.6,0,9.9,NA,5.38,3.7
2019-09-20,Radium,30.4,19.5,0,9.2,NA,3.68,3.7
2019-09-21,Radium,33.3,20.4,0,13.1,NA,5.28,6.2
2019-09-22,Radium,26.3,13,0,11.3,NA,4.01,3.2
2019-09-23,Radium,31.4,9.9,0,8.2,NA,4.85,2.7
2019-09-24,Radium,34.1,17.5,41.91,17,NA,3.17,3.7
2019-09-25,Radium,29.2,15.9,0,11,NA,3.35,2.6
2019-09-26,Radium,20.8,13.8,0,8.9,NA,2.26,3
2019-09-27,Radium,29.9,18.4,0,9.9,NA,4.55,4.5
2019-09-28,Radium,19.3,14.9,1.02,10.9,NA,1.04,3.8
2019-09-29,Radium,30.9,19.2,0.76,13.5,NA,4.32,6.1
2019-09-30,Radium,33.1,22.5,0,13.6,NA,4.98,6.6
2019-10-01,Radium,27.8,16.1,18.8,14.3,NA,1.65,4.7
2019-10-02,Radium,16.2,12.5,2.54,7.7,NA,0.66,3.4
2019-10-03,Radium,18,8.7,0,9.3,NA,1.83,3.4
2019-10-04,Radium,17.9,9.8,23.88,10.7,NA,0.51,4
2019-10-05,Radium,22.1,9.2,0,12,NA,4.14,4.9
2019-10-06,Radium,21.2,6.6,0,9.9,NA,2.84,2.2
2019-10-07,Radium,21.6,3.6,0,7.3,NA,3.48,2.6
2019-10-08,Radium,23.3,7.9,0,13.5,NA,4.37,5.3
2019-10-09,Radium,26.9,13,0,13,NA,4.27,6.7
2019-10-10,Radium,20.2,2,0,14.6,NA,1.09,8.2
2019-10-11,Radium,11.5,-3.1,0,12.9,NA,2.92,5.8
2019-10-12,Radium,23.2,-2.7,0,13.7,NA,4.5,4.1
2019-10-13,Radium,21.8,-0.1,0,5.2,NA,3.12,1.9
2019-10-14,Radium,26.4,4,0,10.8,NA,3.84,3.2
2019-10-15,Radium,19.2,4.2,0,12.5,NA,3.73,4.4
2019-10-16,Radium,19.3,-1.7,0,7.8,NA,2.79,2.2
2019-10-17,Radium,27.2,5.6,0,9.4,NA,4.62,4.2
2019-10-18,Radium,27.6,11.5,0,14.6,NA,5.59,7.2
2019-10-19,Radium,21.6,7.3,0,8.2,NA,3.15,3.3
2019-10-20,Radium,18.9,8.1,0,18.1,NA,2.69,5.7
2019-10-21,Radium,16.5,1.9,0,18.3,NA,4.52,8.2
2019-10-22,Radium,19.6,0.3,0,12.8,NA,3.68,4.3
2019-10-23,Radium,19.3,2.3,0,12.3,NA,3.12,3.9
2019-10-24,Radium,9.3,2.1,0,14.5,NA,1.78,6
2019-10-25,Radium,14.3,-5.7,0,5.2,NA,2.16,1.6
2019-10-26,Radium,20.5,-5.4,0,8.4,NA,3.23,2.6
2019-10-27,Radium,7.7,1.9,0,11.1,NA,1.19,5.6
2019-10-28,Radium,2.9,-8.5,0,8.8,NA,1.12,3.8
2019-10-29,Radium,2.3,-10.7,0,9,NA,0.81,3
2019-10-30,Radium,0,-8.2,0,11.1,NA,0.64,5.9
2019-10-31,Radium,10.6,-11.6,0,9.1,NA,2.08,3.8
2019-11-01,Radium,13.3,-6.2,0,11.1,NA,2.31,3.6
2019-11-02,Radium,14.2,-7.7,0,9.1,NA,2.29,3.2
2019-11-03,Radium,17.7,-4,0,8.8,NA,2.67,3.1
2019-11-04,Radium,13.8,2.9,0,8.4,NA,2.06,3.2
2019-11-05,Radium,15.1,-4.6,0,6.1,NA,1.83,1.9
2019-11-06,Radium,18.7,-0.8,0,13.8,NA,1.57,3.8
2019-11-07,Radium,4.5,-5.8,0,12.8,NA,1.45,4.4
2019-11-08,Radium,13,-7.5,0,11.3,NA,2.21,4
2019-11-09,Radium,26.3,-0.3,0,6.7,NA,3.05,2.9
2019-11-10,Radium,20.6,0.4,0,13.7,NA,2.87,4.1
2019-11-11,Radium,2.1,-14.2,0,16,NA,0.89,8.1
2019-11-12,Radium,3.1,-17.4,0,9.6,NA,1.42,4
2019-11-13,Radium,12.5,-4,0,9.8,NA,2.13,4.3
2019-11-14,Radium,11.9,-5.9,0,6.2,NA,1.55,2.2
2019-11-15,Radium,18.6,-2.5,0,11.2,NA,2.72,4.2
2019-11-16,Radium,19.4,1.7,0,9.8,NA,2.31,4.4
2019-11-17,Radium,14.6,1.1,0,11.6,NA,2.29,3.9
2019-11-18,Radium,21.8,4.7,0,11.3,NA,3.35,4.4
2019-11-19,Radium,20.4,-1.5,0,8.9,NA,2.62,3.2
2019-11-20,Radium,20.7,10.2,0,13.6,NA,1.85,6.9
2019-11-21,Radium,10.5,0,0,11.5,NA,1.14,6.2
2019-11-22,Radium,0.1,-2.7,1.02,7.8,NA,0.3,3.4
2019-11-23,Radium,11.1,-5,0.51,7.7,NA,1.19,2.8
2019-11-24,Radium,19,-2.3,0,6.5,NA,1.96,2.9
2019-11-25,Radium,14,-2.4,0,12.3,NA,2.16,4
2019-11-26,Radium,13.6,-1.3,0,16.4,NA,1.52,5.9
2019-11-27,Radium,5.1,-7,0,10.8,NA,1.09,3.7
2019-11-28,Radium,2.1,-1.2,3.81,8.9,NA,0.18,3.7
2019-11-29,Radium,5.8,2,1.02,8.9,NA,0.15,4.7
2019-11-30,Radium,12.1,0,0,18.7,NA,2.24,9.1
2019-12-01,Radium,5.6,-3,0,16.8,NA,1.68,9
2019-12-02,Radium,11.8,-8,0,8.1,NA,1.45,2.6
2019-12-03,Radium,16.1,-4.3,0,10.2,NA,1.93,3.2
2019-12-04,Radium,13.3,-3.4,0,6.3,NA,0.99,2.1
2019-12-05,Radium,12,-4,0,13.6,NA,0.99,2.4
2019-12-06,Radium,8,-4,0,12.7,NA,1.12,4.3
2019-12-07,Radium,14.6,-4.8,0,10.3,NA,1.88,4.2
2019-12-08,Radium,11.6,-2.5,0,4.5,NA,0.64,1.5
2019-12-09,Radium,3.8,-9.2,0,17.1,NA,1.14,5.5
2019-12-10,Radium,2.8,-9.6,0,8.4,NA,0.84,2.6
2019-12-11,Radium,12.7,-7,0,10.9,NA,1.68,4.3
2019-12-12,Radium,9.8,-2.9,0,12,NA,0.94,3.1
2019-12-13,Radium,16,-6.2,0,8,NA,1.52,2.6
2019-12-14,Radium,4.3,-5.8,0,9.1,NA,0.38,2.8
2019-12-15,Radium,-2.8,-6.2,0,6.8,NA,0.28,3.3
2019-12-16,Radium,1.6,-6.9,1.02,6.1,NA,0.53,3.1
2019-12-17,Radium,6.9,-9.3,0,7.4,NA,1.12,3.1
2019-12-18,Radium,13.8,-9.4,0,8.4,NA,1.88,3.2
2019-12-19,Radium,13.5,-4.5,0,10.6,NA,2.26,4.3
2019-12-20,Radium,9.5,-6.9,0,6.3,NA,1.45,2.5
2019-12-21,Radium,15.5,-8.7,0,6.1,NA,1.75,2.5
2019-12-22,Radium,16.7,-6.1,0,7.5,NA,1.78,3
2019-12-23,Radium,20.5,-4,0,9.8,NA,1.5,2.9
2019-12-24,Radium,18.5,0.1,0,12,NA,2.24,3.6
2019-12-25,Radium,17.6,1,0,10.9,NA,2.39,4.5
2019-12-26,Radium,4,-6.6,0,6.5,NA,0.38,3
2019-12-27,Radium,4.5,-7.7,13.21,7.1,NA,0.53,2.1
2019-12-28,Radium,7.5,2,16.51,8.8,NA,0.23,3
2019-12-29,Radium,2.1,-1.8,0,12.2,NA,0.64,6.8
2019-12-30,Radium,3.7,-2.9,0,13,NA,1.27,6.6
2019-12-31,Radium,8.7,-5.2,0,7.2,NA,1.32,3.5
2020-01-01,Radium,11.4,-5.1,0,9.3,NA,1.35,3.6
2020-01-02,Radium,9,-0.7,0,9.2,NA,1.02,3.2
2020-01-03,Radium,9.2,-2.5,0,8.4,NA,1.22,3.6
2020-01-04,Radium,11.1,-5.8,0,9.4,NA,1.32,3.7
2020-01-05,Radium,10.2,-3.6,0,12.7,NA,1.96,4
2020-01-06,Radium,10.5,-6.4,0,11.5,NA,1.45,3.1
2020-01-07,Radium,14.4,-6.2,0,9.6,NA,1.75,3
2020-01-08,Radium,15.4,-3.3,0,12.2,NA,2.03,4.6
2020-01-09,Radium,12.9,-2.6,0,10.9,NA,1.6,3.8
2020-01-10,Radium,3.3,-8.5,0,15.2,NA,0.23,6.6
2020-01-11,Radium,0.3,-11.7,0,13.2,NA,0.91,4.4
2020-01-12,Radium,5.4,-7,0,7.4,NA,0.51,3.1
2020-01-13,Radium,11.6,-6.7,0,8.2,NA,1.09,2.9
2020-01-14,Radium,11.4,-4.6,0,8.3,NA,0.71,2.7
2020-01-15,Radium,5.8,-5.8,0,11.4,NA,0.91,4.7
2020-01-16,Radium,-3.7,-10.8,0,9,NA,0.58,3.4
2020-01-17,Radium,4.7,-4,4.57,14.7,NA,0.18,2.9
2020-01-18,Radium,5.2,-3.8,0.25,16.7,NA,1.27,5.1
2020-01-19,Radium,2.6,-6.5,0,6,NA,1.07,2.1
2020-01-20,Radium,3.1,-7.5,0,7.4,NA,1.04,2.7
2020-01-21,Radium,2.2,-8.7,3.05,11.8,NA,0.74,4.8
2020-01-22,Radium,7.8,0,7.87,11.4,NA,0.33,5
2020-01-23,Radium,7,-0.2,0,14,NA,1.02,5.9
2020-01-24,Radium,6.8,-2.9,0,10.7,NA,1.22,3.7
2020-01-25,Radium,7,-3.9,0,5.7,NA,0.56,1.7
2020-01-26,Radium,15.2,-2.3,0,5.1,NA,1.57,2.1
2020-01-27,Radium,7.1,-2.5,0,8.1,NA,1.04,3.6
2020-01-28,Radium,0.1,-3.2,2.29,8.8,NA,0.33,3.7
2020-01-29,Radium,6.7,-2.7,3.81,5,NA,1.04,1.5
2020-01-30,Radium,5.6,-2.3,0,6.7,NA,0.66,3.9
2020-01-31,Radium,10.3,-3.3,0,10,NA,1.85,4.2
2020-02-01,Radium,16.4,-4,0,10.1,NA,2.06,4
2020-02-02,Radium,25.7,1.5,0,9.1,NA,3.3,3.7
2020-02-03,Radium,12.7,-1,0,11.8,NA,0.53,5.7
2020-02-04,Radium,-1,-4.4,0,11,NA,0.86,6.4
2020-02-05,Radium,0.3,-8,0,8.2,NA,0.99,3.8
2020-02-06,Radium,7.6,-11.5,0,8.6,NA,1.55,2.7
2020-02-07,Radium,8.5,-3.8,0,9.5,NA,1.57,3.4
2020-02-08,Radium,12.5,-6.9,0,11.1,NA,1.9,3.8
2020-02-09,Radium,7.2,-4.5,0,14.5,NA,1.52,6.2
2020-02-10,Radium,5.4,-6.6,0,4.9,NA,0.86,1.2
2020-02-11,Radium,7.4,-1.7,0,5.4,NA,1.7,2.4
2020-02-12,Radium,4.5,-6.7,3.3,15.2,NA,0.69,4
2020-02-13,Radium,-6.5,-13.4,0,13,NA,0.79,4
2020-02-14,Radium,4.4,-11.5,0,11.5,NA,0.99,4.6
2020-02-15,Radium,10.9,-6,0,10.8,NA,1.96,3.7
2020-02-16,Radium,12.2,-5,0,6,NA,1.32,1.7
2020-02-17,Radium,16.5,0.4,0,10,NA,1.93,3.3
2020-02-18,Radium,7.1,-2.5,0,12,NA,1.83,4
2020-02-19,Radium,3.3,-4.4,0.25,9.4,NA,0.64,3.1
2020-02-20,Radium,-2.2,-10.2,0.25,9.2,NA,0.99,3.9
2020-02-21,Radium,11.1,-10.5,0,11.7,NA,1.9,4.5
2020-02-22,Radium,15.3,-0.6,0,7.6,NA,2.16,3.6
2020-02-23,Radium,8.5,1.7,17.27,9.3,NA,0.43,3.3
2020-02-24,Radium,11.1,2.9,10.16,12.9,NA,1.4,6.1
2020-02-25,Radium,3.5,-1.5,2.79,13.3,NA,0.36,6.2
2020-02-26,Radium,2.7,-6.4,0.25,14.8,NA,1.47,5.2
2020-02-27,Radium,11.6,-4.3,0,13.2,NA,1.78,4.2
2020-02-28,Radium,15.5,-2.9,0,10,NA,2.74,3.8
2020-02-29,Radium,23.3,-2.3,0,14.5,NA,4.27,4.7
2020-03-01,Radium,16.7,0.6,0,8.8,NA,3.07,3.5
2020-03-02,Radium,11.8,-1.5,0,8.7,NA,2.16,2.7
2020-03-03,Radium,17.1,-3.1,0,8,NA,2.95,2.5
2020-03-04,Radium,16.2,-3.6,0,11.5,NA,2.51,2.9
2020-03-05,Radium,14.4,-0.9,0,14,NA,3.81,5.5
2020-03-06,Radium,16.3,-5.2,0,11,NA,3.43,4.2
2020-03-07,Radium,21.7,6.5,0,16.8,NA,5.56,8
2020-03-08,Radium,18.9,6.5,3.05,15.9,NA,3.02,7.8
2020-03-09,Radium,13,1.9,1.02,15.5,NA,0.94,5.6
2020-03-10,Radium,18,-1.1,0,9.3,NA,2.49,3
2020-03-11,Radium,22.6,4.1,0,8.7,NA,3.56,3.2
2020-03-12,Radium,17,4.6,0,13.5,NA,3.68,5.8
2020-03-13,Radium,7.1,1.1,6.6,11,NA,1.45,4.8
2020-03-14,Radium,4.6,0.6,5.84,8.2,NA,0.51,3.6
2020-03-15,Radium,3.8,0.3,0,6.1,NA,0.56,3.2
2020-03-16,Radium,8.2,2.9,0.25,5.5,NA,0.66,2.5
2020-03-17,Radium,8.7,3.4,0,8.1,NA,0.48,3.8
2020-03-18,Radium,18.4,8.4,0.25,7.2,NA,1.55,2.5
2020-03-19,Radium,22.2,2.4,1.02,17.1,NA,4.93,7.8
2020-03-20,Radium,5,-4.4,0,16.5,NA,2.57,7.1
2020-03-21,Radium,10.2,-5.7,0,9.4,NA,2.41,3.3
2020-03-22,Radium,9.6,3.1,4.06,8.2,NA,0.53,2.8
2020-03-23,Radium,14.9,0,0,7.4,NA,1.47,2.4
2020-03-24,Radium,18.3,8.1,3.05,7.5,NA,1.96,2.3
2020-03-25,Radium,27.2,8.4,0,11.7,NA,4.62,4.3
2020-03-26,Radium,13.6,7.1,0,7.7,NA,1.45,3.4
2020-03-27,Radium,14.5,8.4,0,7.2,NA,1.07,2.9
2020-03-28,Radium,13.3,3.3,0,17.4,NA,2.34,7.3
2020-03-29,Radium,20,0,0,10.3,NA,4.42,4
2020-03-30,Radium,18.6,2.1,0,12.4,NA,3.15,4
2020-03-31,Radium,19.6,5.3,0,9.2,NA,3.63,3.3
2020-04-01,Radium,21.9,8.1,0,14.1,NA,3.96,6.5
2020-04-02,Radium,15.6,-4,0,15.6,NA,1.4,6.7
2020-04-03,Radium,7.9,-4.8,0,11.4,NA,2.51,4
2020-04-04,Radium,10.9,-6.7,0,6.4,NA,2.34,2.3
2020-04-05,Radium,16,-1.9,0,9.4,NA,1.9,3.9
2020-04-06,Radium,28.6,13.2,0,13.1,NA,5.61,6.6
2020-04-07,Radium,29.6,10.1,0,10.1,NA,5.56,3.7
2020-04-08,Radium,29.1,5.5,0,14,NA,7.01,4.6
2020-04-09,Radium,17.5,2.3,0,9.9,NA,4.09,3.3
2020-04-10,Radium,19.5,-3.3,0,12.5,NA,4.34,4.3
2020-04-11,Radium,29.9,9.7,0,10.1,NA,6.3,4.9
2020-04-12,Radium,17.1,-1.9,0,19,NA,1.22,9.1
2020-04-13,Radium,5.8,-6.7,0,11.6,NA,2.16,3.4
2020-04-14,Radium,11.7,-5.3,0,11.7,NA,3.3,3.7
2020-04-15,Radium,17.5,-4.5,0,9.8,NA,3.94,3.4
2020-04-16,Radium,19.5,-0.6,0,15.1,NA,3.2,5
2020-04-17,Radium,12.5,-1,0.76,11.6,NA,2.62,4.2
2020-04-18,Radium,21.2,1.1,0,13.6,NA,4.95,5.6
2020-04-19,Radium,21.4,5.5,4.32,9.8,NA,2.97,2.3
2020-04-20,Radium,24.2,3.5,0,10,NA,5.26,3.3
2020-04-21,Radium,24.3,4.6,0.25,8.1,NA,4.32,2.5
2020-04-22,Radium,16.1,9.2,4.32,9.8,NA,1.24,3.3
2020-04-23,Radium,27.6,6.2,0.25,11.3,NA,4.65,2.7
2020-04-24,Radium,16.7,7.4,0.25,11.5,NA,1.96,4.8
2020-04-25,Radium,21.4,4.5,0,11.1,NA,4.83,3.9
2020-04-26,Radium,25.6,2.6,0,10.5,NA,5.74,4.1
2020-04-27,Radium,27.6,9.7,0,8.5,NA,5.13,2.6
2020-04-28,Radium,26.6,10.4,0,16.2,NA,5.84,5.1
2020-04-29,Radium,21.9,6.5,0,15.5,NA,5.97,6.2
2020-04-30,Radium,27.4,3.1,0,10.4,NA,5.89,3.4
2020-05-01,Radium,30.3,13.3,0,10.4,NA,5.56,3.2
2020-05-02,Radium,26.3,12.2,0,13.5,NA,5.23,4.9
2020-05-03,Radium,26.6,11.6,0,10.1,NA,6.17,4.1
2020-05-04,Radium,24.9,12.8,0.25,13.3,NA,3.63,5.5
2020-05-05,Radium,24.1,6,0,10,NA,5.99,4.2
2020-05-06,Radium,21.8,5.3,0,9.6,NA,5.41,3.2
2020-05-07,Radium,17.6,9,1.02,14.1,NA,2.39,4.6
2020-05-08,Radium,16.9,4.6,0,14.7,NA,4.5,5.7
2020-05-09,Radium,19.9,3,0,7.9,NA,3.81,2.4
2020-05-10,Radium,17,2.6,0,9.5,NA,4.5,4
2020-05-11,Radium,8,3.5,28.19,7.6,NA,0.33,3.6
2020-05-12,Radium,8.7,3.6,11.68,6.6,NA,0.58,3.4
2020-05-13,Radium,19.5,7.7,0.51,12.7,NA,0.81,4.8
2020-05-14,Radium,26.5,14.9,0,10.9,NA,5.54,3.8
2020-05-15,Radium,25.6,16.1,5.33,8.9,NA,5.18,4.1
2020-05-16,Radium,24.9,14.4,0,8.6,NA,3.48,2.4
2020-05-17,Radium,23.9,10.3,0,10.9,NA,5.61,4.5
2020-05-18,Radium,24.3,7.9,0,6.4,NA,5.08,2.3
2020-05-19,Radium,24.3,9.5,0,6.8,NA,5.28,2.8
2020-05-20,Radium,25.4,10.2,0,8.9,NA,5.33,4
2020-05-21,Radium,24,13.8,2.03,16.2,NA,2.54,5
2020-05-22,Radium,22.7,13.1,17.53,12,NA,4.9,4.5
2020-05-23,Radium,31,11.2,0,13.1,NA,5.51,4.4
2020-05-24,Radium,29.4,16.5,0.25,13,NA,5.66,5.2
2020-05-25,Radium,17.9,13.3,19.05,15,NA,1.09,5.1
2020-05-26,Radium,22.7,13,0.25,10.4,NA,4.37,4.6
2020-05-27,Radium,25.6,12.2,0,8,NA,5.18,2.3
2020-05-28,Radium,28,15.8,0,11.8,NA,6.2,4.7
2020-05-29,Radium,27.2,10.8,0,5.9,NA,6.07,2.3
2020-05-30,Radium,29.8,14.9,0,12.1,NA,7.39,5.5
2020-05-31,Radium,30.7,16.6,0,11.9,NA,7.67,5.5
2020-06-01,Radium,32,17.1,0,12.8,NA,7.37,6.4
2020-06-02,Radium,33.3,18.6,0,10.2,NA,7.01,5
2020-06-03,Radium,34.6,18.2,0,8.7,NA,6.25,1.9
2020-06-04,Radium,36.9,17.1,0,7.3,NA,6.71,2.1
2020-06-05,Radium,36.2,17.7,0,8.9,NA,7.49,2.6
2020-06-06,Radium,35.7,19.4,0,10.7,NA,8.18,4.4
2020-06-07,Radium,34.5,22.3,0,14.6,NA,9.17,6.8
2020-06-08,Radium,34.9,21.6,0,12.8,NA,8.81,6.9
2020-06-09,Radium,27.7,11.6,4.32,17.7,NA,5.64,7.6
2020-06-10,Radium,25.6,11.8,5.33,15.4,NA,6.63,6.5
2020-06-11,Radium,33.4,12.1,0,11.8,NA,7.77,4
2020-06-12,Radium,33.8,14.1,0,9,NA,7.26,2.6
2020-06-13,Radium,36.5,17.1,0,12.1,NA,10.01,5.3
2020-06-14,Radium,34.4,18.9,0,13.1,NA,9.65,6.3
2020-06-15,Radium,33.3,18.6,0,11,NA,9.3,5.4
2020-06-16,Radium,34.2,20.8,0,12.4,NA,8.89,5.7
2020-06-17,Radium,34.7,21.1,0,13.1,NA,9.07,7
2020-06-18,Radium,34.9,21.2,0,12.5,NA,8.43,5.8
2020-06-19,Radium,23.6,15.9,34.29,12.1,NA,1.85,2.7
2020-06-20,Radium,29.3,17.2,1.27,8.6,NA,4.85,2.2
2020-06-21,Radium,31.1,16.7,35.56,19.1,NA,4.95,4.2
2020-06-22,Radium,29.5,15.1,0,9.5,NA,5.84,2.3
2020-06-23,Radium,28.8,15.9,0,5.2,NA,5.79,1.7
2020-06-24,Radium,32.4,16.7,2.03,8,NA,4.62,2.2
2020-06-25,Radium,33.2,19.3,0.51,11.1,NA,7.9,5.1
2020-06-26,Radium,33.8,22,0,8.7,NA,7.14,4.3
2020-06-27,Radium,34.2,18.2,0,13.2,NA,6.53,3.5
2020-06-28,Radium,33,21.4,0,12.1,NA,6.17,5.5
2020-06-29,Radium,35.2,21.8,0,12.7,NA,7.87,6.7
2020-06-30,Radium,37.8,22.6,0,10.2,NA,8.23,4.9
2020-07-01,Radium,33.3,18.4,0,7.9,NA,4.72,2.4
2020-07-02,Radium,35.6,19.5,4.06,15.2,NA,5.46,3.2
2020-07-03,Radium,31.9,18,1.52,8.3,NA,5.36,1.9
2020-07-04,Radium,32.4,19.3,0,5.3,NA,5.13,1.4
2020-07-05,Radium,32.9,19.1,0,5.6,NA,5.36,1.3
2020-07-06,Radium,32.7,19.3,0,9.2,NA,5.64,1.8
2020-07-07,Radium,32.9,19.2,0,8.2,NA,6.65,2.7
2020-07-08,Radium,34.3,20,0,10.7,NA,7.57,4.7
2020-07-09,Radium,31.9,17.9,0.51,12.9,NA,6.1,4.6
2020-07-10,Radium,30.6,19.4,31.24,9.1,NA,5.38,3.3
2020-07-11,Radium,33.8,21.7,0,9.7,NA,5.84,2.7
2020-07-12,Radium,31.6,18.4,0,7.2,NA,6.05,2.1
2020-07-13,Radium,31.5,18.4,0.76,18.2,NA,6.55,4.7
2020-07-14,Radium,32.1,19.3,7.87,10.8,NA,4.55,3.1
2020-07-15,Radium,26.6,19.3,30.48,9.7,NA,2.84,2
2020-07-16,Radium,30.9,20.7,0,7.2,NA,4.78,2.3
2020-07-17,Radium,34.2,21.7,0.25,11.3,NA,5.18,3.7
2020-07-18,Radium,35.7,21.2,0.51,11.2,NA,7.82,4.9
2020-07-19,Radium,31.8,19.4,16,9,NA,5.66,2.8
2020-07-20,Radium,31.8,21.5,0,7.6,NA,4.22,2.6
2020-07-21,Radium,30.3,17.8,8.89,9.7,NA,5.56,1.7
2020-07-22,Radium,32,19.6,0,9.5,NA,6.12,2.2
2020-07-23,Radium,32.1,21.9,0,8,NA,6.17,3.4
2020-07-24,Radium,32,22.8,0,9.5,NA,6.5,3.9
2020-07-25,Radium,32.9,22,0,8,NA,7.01,3.8
2020-07-26,Radium,33.9,21,4.06,12,NA,6.43,3.4
2020-07-27,Radium,27.2,20.2,19.81,8.8,NA,2.29,1.6
2020-07-28,Radium,29.5,19.8,0,4.7,NA,4.19,1.4
2020-07-29,Radium,32.1,19.3,2.29,13,NA,4.39,1.3
2020-07-30,Radium,26.1,17.5,11.68,12,NA,3.61,3.3
2020-07-31,Radium,26.9,16.9,0,6.2,NA,4.9,2.2
2020-08-01,Radium,29.2,14.7,0,5,NA,4.83,1.2
2020-08-02,Radium,26.9,15.1,0,6.9,NA,5.89,2.2
2020-08-03,Radium,27.5,11.9,0,5.6,NA,5.36,1.1
2020-08-04,Radium,24.7,13.5,0,7.1,NA,4.09,2.7
2020-08-05,Radium,29.6,15.4,0,6.9,NA,5.56,3
2020-08-06,Radium,29.1,20.2,0,7.5,NA,4.67,2.9
2020-08-07,Radium,33.9,22.1,0,11.2,NA,6.73,4.6
2020-08-08,Radium,35.4,18.8,0,10.7,NA,7.16,3.7
2020-08-09,Radium,36.1,21.3,0,9,NA,6.2,3.6
2020-08-10,Radium,34.2,19.3,1.78,11.2,NA,5.87,3
2020-08-11,Radium,31.1,15.9,0,7.4,NA,5.97,2.5
2020-08-12,Radium,28.7,19.6,1.52,9.9,NA,4.57,3
2020-08-13,Radium,35.1,21.9,0,9.2,NA,5.56,3.2
2020-08-14,Radium,33.1,18.5,0,6.7,NA,4.98,1.8
2020-08-15,Radium,32.6,18.4,0,15.8,NA,5.71,2.5
2020-08-16,Radium,29.5,18.6,0,7.6,NA,2.69,1.7
2020-08-17,Radium,33.6,16.7,0,8,NA,6.02,1.7
2020-08-18,Radium,31.4,12.7,0,4.3,NA,4.98,1.4
2020-08-19,Radium,29.5,15.5,0,6.7,NA,4.67,2.5
2020-08-20,Radium,32.2,15.8,0,7.2,NA,5.97,2.4
2020-08-21,Radium,29.1,17.7,1.27,9,NA,3.25,2.6
2020-08-22,Radium,33.1,15.3,0,7.2,NA,5.77,2.4
2020-08-23,Radium,34.3,17.7,0,7.1,NA,6.2,2.5
2020-08-24,Radium,34.3,15.7,0,7.8,NA,6.35,2.7
2020-08-25,Radium,33.7,17.3,0,8.6,NA,6.45,2.9
2020-08-26,Radium,34,16.5,0,8.6,NA,6.68,3.2
2020-08-27,Radium,35.2,19.1,0,7.8,NA,6.15,3
2020-08-28,Radium,36.3,19.2,0,6.9,NA,5.97,2.2
2020-08-29,Radium,26.1,18.4,31.75,14.2,NA,1.9,2.1
