agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd,X_00065_00003,X_00065_00003_cd
USGS,07141220,1998-08-01,NA,NA,4.1,A
USGS,07141220,1998-08-02,NA,NA,4.76,A
USGS,07141220,1998-08-03,NA,NA,4.94,A
USGS,07141220,1998-08-04,NA,NA,4.67,A
USGS,07141220,1998-08-05,NA,NA,4.52,A
USGS,07141220,1998-08-06,NA,NA,4.48,A
USGS,07141220,1998-08-07,NA,NA,4.49,A
USGS,07141220,1998-08-08,NA,NA,4.53,A
USGS,07141220,1998-08-09,NA,NA,4.64,A
USGS,07141220,1998-08-10,NA,NA,4.79,A
USGS,07141220,1998-08-11,NA,NA,4.92,A
USGS,07141220,1998-08-12,NA,NA,5,A
USGS,07141220,1998-08-13,NA,NA,5.03,A
USGS,07141220,1998-08-14,NA,NA,5.02,A
USGS,07141220,1998-08-15,NA,NA,4.96,A
USGS,07141220,1998-08-16,NA,NA,4.91,A
USGS,07141220,1998-08-17,NA,NA,4.67,A
USGS,07141220,1998-08-18,NA,NA,3.3,A
USGS,07141220,1998-08-19,NA,NA,2.82,A
USGS,07141220,1998-08-20,NA,NA,2.73,A
USGS,07141220,1998-08-21,NA,NA,2.71,A
USGS,07141220,1998-08-22,NA,NA,2.7,A
USGS,07141220,1998-08-23,NA,NA,2.69,A
USGS,07141220,1998-08-24,NA,NA,2.69,A
USGS,07141220,1998-08-25,NA,NA,2.69,A
USGS,07141220,1998-08-26,NA,NA,2.69,A
USGS,07141220,1998-08-27,NA,NA,2.69,A
USGS,07141220,1998-08-28,NA,NA,2.69,A
USGS,07141220,1998-08-29,NA,NA,2.69,A
USGS,07141220,1998-08-30,NA,NA,2.69,A
USGS,07141220,1998-08-31,NA,NA,4.32,A
USGS,07141220,1998-09-01,NA,NA,5.79,A
USGS,07141220,1998-09-02,NA,NA,5.04,A
USGS,07141220,1998-09-03,NA,NA,4.75,A
USGS,07141220,1998-09-04,NA,NA,4.58,A
USGS,07141220,1998-09-05,NA,NA,4.49,A
USGS,07141220,1998-09-06,NA,NA,4.4,A
USGS,07141220,1998-09-07,NA,NA,4.33,A
USGS,07141220,1998-09-08,NA,NA,4.28,A
USGS,07141220,1998-09-09,NA,NA,4.22,A
USGS,07141220,1998-09-10,NA,NA,4.16,A
USGS,07141220,1998-09-11,NA,NA,4.09,A
USGS,07141220,1998-09-12,NA,NA,4.05,A
USGS,07141220,1998-09-13,NA,NA,4.02,A
USGS,07141220,1998-09-14,NA,NA,3.98,A
USGS,07141220,1998-09-15,NA,NA,3.94,A
USGS,07141220,1998-09-16,NA,NA,3.92,A
USGS,07141220,1998-09-17,NA,NA,3.89,A
USGS,07141220,1998-09-18,NA,NA,3.87,A
USGS,07141220,1998-09-19,NA,NA,3.84,A
USGS,07141220,1998-09-20,NA,NA,3.82,A
USGS,07141220,1998-09-21,NA,NA,3.81,A
USGS,07141220,1998-09-22,NA,NA,3.8,A
USGS,07141220,1998-09-23,NA,NA,3.79,A
USGS,07141220,1998-09-24,NA,NA,3.77,A
USGS,07141220,1998-09-25,NA,NA,3.75,A
USGS,07141220,1998-09-26,NA,NA,3.73,A
USGS,07141220,1998-09-27,NA,NA,3.72,A
USGS,07141220,1998-09-28,NA,NA,3.71,A
USGS,07141220,1998-09-29,NA,NA,3.7,A
USGS,07141220,1998-09-30,NA,NA,3.74,A
USGS,07141220,1998-10-01,47,A,3.86,A
USGS,07141220,1998-10-02,61,A,4.04,A
USGS,07141220,1998-10-03,56,A,3.98,A
USGS,07141220,1998-10-04,58,A,4.01,A
USGS,07141220,1998-10-05,63,A,4.06,A
USGS,07141220,1998-10-06,74,A,4.17,A
USGS,07141220,1998-10-07,80,A,4.21,A
USGS,07141220,1998-10-08,68,A,4.11,A
USGS,07141220,1998-10-09,60,A,4.03,A
USGS,07141220,1998-10-10,54,A,3.97,A
USGS,07141220,1998-10-11,50,A,3.92,A
USGS,07141220,1998-10-12,47,A,3.88,A
USGS,07141220,1998-10-13,45,A,3.85,A
USGS,07141220,1998-10-14,44,A,3.84,A
USGS,07141220,1998-10-15,42,A,3.82,A
USGS,07141220,1998-10-16,44,A,3.84,A
USGS,07141220,1998-10-17,44,A,3.84,A
USGS,07141220,1998-10-18,42,A,3.82,A
USGS,07141220,1998-10-19,43,A,3.84,A
USGS,07141220,1998-10-20,47,A,3.88,A
USGS,07141220,1998-10-21,48,A,3.89,A
USGS,07141220,1998-10-22,48,A,3.89,A
USGS,07141220,1998-10-23,48,A,3.9,A
USGS,07141220,1998-10-24,49,A,3.91,A
USGS,07141220,1998-10-25,50,A,3.91,A
USGS,07141220,1998-10-26,50,A,3.92,A
USGS,07141220,1998-10-27,51,A,3.93,A
USGS,07141220,1998-10-28,54,A,3.96,A
USGS,07141220,1998-10-29,55,A,3.97,A
USGS,07141220,1998-10-30,57,A,3.99,A
USGS,07141220,1998-10-31,66,A,4.08,A
USGS,07141220,1998-11-01,81,A,4.22,A
USGS,07141220,1998-11-02,91,A,4.32,A
USGS,07141220,1998-11-03,120,A,4.54,A
USGS,07141220,1998-11-04,194,A,4.98,A
USGS,07141220,1998-11-05,301,A,5.48,A
USGS,07141220,1998-11-06,343,A,5.65,A
USGS,07141220,1998-11-07,305,A,5.51,A
USGS,07141220,1998-11-08,234,A,5.22,A
USGS,07141220,1998-11-09,209,A,5.11,A
USGS,07141220,1998-11-10,198,A,5.05,A
USGS,07141220,1998-11-11,179,A,4.95,A
USGS,07141220,1998-11-12,175,A,4.93,A
USGS,07141220,1998-11-13,170,A,4.9,A
USGS,07141220,1998-11-14,165,A,4.87,A
USGS,07141220,1998-11-15,162,A,4.86,A
USGS,07141220,1998-11-16,162,A,4.86,A
USGS,07141220,1998-11-17,163,A,4.86,A
USGS,07141220,1998-11-18,165,A,4.87,A
USGS,07141220,1998-11-19,161,A,4.85,A
USGS,07141220,1998-11-20,159,A,4.84,A
USGS,07141220,1998-11-21,158,A,4.83,A
USGS,07141220,1998-11-22,158,A,4.83,A
USGS,07141220,1998-11-23,154,A,4.81,A
USGS,07141220,1998-11-24,153,A,4.8,A
USGS,07141220,1998-11-25,150,A,4.79,A
USGS,07141220,1998-11-26,148,A,4.77,A
USGS,07141220,1998-11-27,146,A,4.76,A
USGS,07141220,1998-11-28,146,A,4.76,A
USGS,07141220,1998-11-29,146,A,4.76,A
USGS,07141220,1998-11-30,143,A,4.74,A
USGS,07141220,1998-12-01,142,A,4.73,A
USGS,07141220,1998-12-02,142,A,4.74,A
USGS,07141220,1998-12-03,141,A,4.73,A
USGS,07141220,1998-12-04,141,A,4.73,A
USGS,07141220,1998-12-05,138,A,4.71,A
USGS,07141220,1998-12-06,136,A,4.7,A
USGS,07141220,1998-12-07,134,A,4.69,A
USGS,07141220,1998-12-08,131,A,4.67,A
USGS,07141220,1998-12-09,130,A,4.66,A
USGS,07141220,1998-12-10,128,A,4.65,A
USGS,07141220,1998-12-11,126,A,4.64,A
USGS,07141220,1998-12-12,125,A,4.63,A
USGS,07141220,1998-12-13,124,A,4.62,A
USGS,07141220,1998-12-14,124,A,4.62,A
USGS,07141220,1998-12-15,123,A,4.62,A
USGS,07141220,1998-12-16,122,A,4.6,A
USGS,07141220,1998-12-17,120,A,4.59,A
USGS,07141220,1998-12-18,121,A,4.6,A
USGS,07141220,1998-12-19,118,A,4.58,A
USGS,07141220,1998-12-20,115,A e,4.62,A
USGS,07141220,1998-12-21,115,A e,4.71,A
USGS,07141220,1998-12-22,110,A e,4.91,A
USGS,07141220,1998-12-23,110,A e,5.05,A
USGS,07141220,1998-12-24,105,A e,5.02,A
USGS,07141220,1998-12-25,105,A e,4.87,A
USGS,07141220,1998-12-26,100,A e,4.79,A
USGS,07141220,1998-12-27,100,A e,4.85,A
USGS,07141220,1998-12-28,90,A e,4.94,A
USGS,07141220,1998-12-29,85,A e,4.99,A
USGS,07141220,1998-12-30,80,A e,5.08,A
USGS,07141220,1998-12-31,80,A e,5,A
USGS,07141220,1999-01-01,75,A e,4.94,A
USGS,07141220,1999-01-02,75,A e,4.83,A
USGS,07141220,1999-01-03,70,A e,4.4,A
USGS,07141220,1999-01-04,70,A e,4.38,A
USGS,07141220,1999-01-05,70,A e,4.69,A
USGS,07141220,1999-01-06,70,A e,4.84,A
USGS,07141220,1999-01-07,75,A e,4.89,A
USGS,07141220,1999-01-08,80,A e,4.87,A
USGS,07141220,1999-01-09,85,A e,4.77,A
USGS,07141220,1999-01-10,90,A e,4.76,A
USGS,07141220,1999-01-11,100,A e,4.87,A
USGS,07141220,1999-01-12,105,A e,4.9,A
USGS,07141220,1999-01-13,110,A e,4.85,A
USGS,07141220,1999-01-14,110,A e,4.8,A
USGS,07141220,1999-01-15,110,A e,4.5,A
USGS,07141220,1999-01-16,111,A,4.46,A
USGS,07141220,1999-01-17,112,A,4.47,A
USGS,07141220,1999-01-18,111,A,4.46,A
USGS,07141220,1999-01-19,112,A,4.47,A
USGS,07141220,1999-01-20,112,A,4.47,A
USGS,07141220,1999-01-21,115,A,4.49,A
USGS,07141220,1999-01-22,114,A,4.48,A
USGS,07141220,1999-01-23,111,A,4.46,A
USGS,07141220,1999-01-24,108,A,4.44,A
USGS,07141220,1999-01-25,107,A,4.43,A
USGS,07141220,1999-01-26,108,A,4.44,A
USGS,07141220,1999-01-27,108,A,4.44,A
USGS,07141220,1999-01-28,108,A,4.44,A
USGS,07141220,1999-01-29,118,A,4.51,A
USGS,07141220,1999-01-30,134,A,4.62,A
USGS,07141220,1999-01-31,135,A,4.62,A
USGS,07141220,1999-02-01,137,A,4.64,A
USGS,07141220,1999-02-02,144,A,4.68,A
USGS,07141220,1999-02-03,150,A,4.71,A
USGS,07141220,1999-02-04,151,A,4.72,A
USGS,07141220,1999-02-05,153,A,4.73,A
USGS,07141220,1999-02-06,156,A,4.75,A
USGS,07141220,1999-02-07,158,A,4.76,A
USGS,07141220,1999-02-08,161,A,4.78,A
USGS,07141220,1999-02-09,162,A,4.79,A
USGS,07141220,1999-02-10,164,A,4.8,A
USGS,07141220,1999-02-11,164,A,4.8,A
USGS,07141220,1999-02-12,158,A,4.76,A
USGS,07141220,1999-02-13,155,A,4.75,A
USGS,07141220,1999-02-14,154,A,4.74,A
USGS,07141220,1999-02-15,153,A,4.73,A
USGS,07141220,1999-02-16,150,A,4.72,A
USGS,07141220,1999-02-17,150,A,4.71,A
USGS,07141220,1999-02-18,149,A,4.71,A
USGS,07141220,1999-02-19,147,A,4.7,A
USGS,07141220,1999-02-20,146,A,4.69,A
USGS,07141220,1999-02-21,144,A,4.68,A
USGS,07141220,1999-02-22,144,A,4.68,A
USGS,07141220,1999-02-23,142,A,4.67,A
USGS,07141220,1999-02-24,140,A,4.65,A
USGS,07141220,1999-02-25,140,A,4.65,A
USGS,07141220,1999-02-26,140,A,4.66,A
USGS,07141220,1999-02-27,139,A,4.65,A
USGS,07141220,1999-02-28,137,A,4.64,A
USGS,07141220,1999-03-01,136,A,4.63,A
USGS,07141220,1999-03-02,136,A,4.63,A
USGS,07141220,1999-03-03,134,A,4.62,A
USGS,07141220,1999-03-04,133,A,4.61,A
USGS,07141220,1999-03-05,132,A,4.61,A
USGS,07141220,1999-03-06,130,A,4.59,A
USGS,07141220,1999-03-07,128,A,4.58,A
USGS,07141220,1999-03-08,135,A,4.62,A
USGS,07141220,1999-03-09,132,A,4.61,A
USGS,07141220,1999-03-10,133,A,4.61,A
USGS,07141220,1999-03-11,134,A,4.62,A
USGS,07141220,1999-03-12,141,A,4.66,A
USGS,07141220,1999-03-13,149,A,4.71,A
USGS,07141220,1999-03-14,145,A,4.68,A
USGS,07141220,1999-03-15,145,A,4.69,A
USGS,07141220,1999-03-16,146,A,4.69,A
USGS,07141220,1999-03-17,152,A,4.73,A
USGS,07141220,1999-03-18,191,A,4.94,A
USGS,07141220,1999-03-19,202,A,5,A
USGS,07141220,1999-03-20,202,A,5,A
USGS,07141220,1999-03-21,203,A,5.01,A
USGS,07141220,1999-03-22,200,A,4.99,A
USGS,07141220,1999-03-23,201,A,5,A
USGS,07141220,1999-03-24,203,A,5.01,A
USGS,07141220,1999-03-25,199,A,4.99,A
USGS,07141220,1999-03-26,194,A,4.96,A
USGS,07141220,1999-03-27,192,A,4.95,A
USGS,07141220,1999-03-28,194,A,4.96,A
USGS,07141220,1999-03-29,189,A,4.94,A
USGS,07141220,1999-03-30,184,A,4.91,A
USGS,07141220,1999-03-31,180,A,4.89,A
USGS,07141220,1999-04-01,178,A,4.88,A
USGS,07141220,1999-04-02,176,A,4.86,A
USGS,07141220,1999-04-03,176,A,4.86,A
USGS,07141220,1999-04-04,174,A,4.85,A
USGS,07141220,1999-04-05,189,A,4.93,A
USGS,07141220,1999-04-06,182,A,4.9,A
USGS,07141220,1999-04-07,182,A,4.9,A
USGS,07141220,1999-04-08,185,A,4.91,A
USGS,07141220,1999-04-09,184,A,4.91,A
USGS,07141220,1999-04-10,184,A,4.91,A
USGS,07141220,1999-04-11,181,A,4.89,A
USGS,07141220,1999-04-12,178,A,4.88,A
USGS,07141220,1999-04-13,178,A,4.87,A
USGS,07141220,1999-04-14,206,A,5,A
USGS,07141220,1999-04-15,318,A,5.42,A
USGS,07141220,1999-04-16,595,A,6.49,A
USGS,07141220,1999-04-17,651,A,6.71,A
USGS,07141220,1999-04-18,629,A,6.62,A
USGS,07141220,1999-04-19,589,A,6.46,A
USGS,07141220,1999-04-20,478,A,6,A
USGS,07141220,1999-04-21,416,A,5.71,A
USGS,07141220,1999-04-22,386,A,5.58,A
USGS,07141220,1999-04-23,374,A,5.52,A
USGS,07141220,1999-04-24,349,A,5.41,A
USGS,07141220,1999-04-25,335,A,5.36,A
USGS,07141220,1999-04-26,319,A,5.3,A
USGS,07141220,1999-04-27,313,A,5.27,A
USGS,07141220,1999-04-28,303,A,5.23,A
USGS,07141220,1999-04-29,297,A,5.21,A
USGS,07141220,1999-04-30,295,A,5.19,A
USGS,07141220,1999-05-01,290,A,5.17,A
USGS,07141220,1999-05-02,313,A,5.26,A
USGS,07141220,1999-05-03,323,A,5.29,A
USGS,07141220,1999-05-04,328,A,5.31,A
USGS,07141220,1999-05-05,319,A,5.27,A
USGS,07141220,1999-05-06,321,A,5.27,A
USGS,07141220,1999-05-07,321,A,5.27,A
USGS,07141220,1999-05-08,332,A,5.31,A
USGS,07141220,1999-05-09,360,A,5.4,A
USGS,07141220,1999-05-10,388,A,5.52,A
USGS,07141220,1999-05-11,415,A,5.65,A
USGS,07141220,1999-05-12,452,A,5.81,A
USGS,07141220,1999-05-13,516,A,6.08,A
USGS,07141220,1999-05-14,653,A,6.63,A
USGS,07141220,1999-05-15,804,A,7.18,A
USGS,07141220,1999-05-16,912,A,7.54,A
USGS,07141220,1999-05-17,1050,A,7.98,A
USGS,07141220,1999-05-18,1110,A,8.17,A
USGS,07141220,1999-05-19,1170,A,8.34,A
USGS,07141220,1999-05-20,1210,A,8.47,A
USGS,07141220,1999-05-21,1250,A,8.57,A
USGS,07141220,1999-05-22,1280,A,8.67,A
USGS,07141220,1999-05-23,1330,A,8.79,A
USGS,07141220,1999-05-24,1370,A,8.91,A
USGS,07141220,1999-05-25,1470,A,9.18,A
USGS,07141220,1999-05-26,1560,A,9.42,A
USGS,07141220,1999-05-27,1620,A,9.56,A
USGS,07141220,1999-05-28,1700,A,9.78,A
USGS,07141220,1999-05-29,1710,A,9.78,A
USGS,07141220,1999-05-30,1680,A,9.72,A
USGS,07141220,1999-05-31,1680,A,9.71,A
USGS,07141220,1999-06-01,1690,A,9.74,A
USGS,07141220,1999-06-02,1700,A,9.77,A
USGS,07141220,1999-06-03,1700,A,9.77,A
USGS,07141220,1999-06-04,1700,A,9.77,A
USGS,07141220,1999-06-05,1700,A,9.76,A
USGS,07141220,1999-06-06,1690,A,9.75,A
USGS,07141220,1999-06-07,1710,A,9.8,A
USGS,07141220,1999-06-08,1740,A,9.87,A
USGS,07141220,1999-06-09,1720,A,9.81,A
USGS,07141220,1999-06-10,1740,A,9.87,A
USGS,07141220,1999-06-11,1690,A,9.75,A
USGS,07141220,1999-06-12,1750,A,9.89,A
USGS,07141220,1999-06-13,1810,A,10.03,A
USGS,07141220,1999-06-14,1820,A,10.08,A
USGS,07141220,1999-06-15,1850,A,10.14,A
USGS,07141220,1999-06-16,1900,A,10.25,A
USGS,07141220,1999-06-17,1910,A,10.29,A
USGS,07141220,1999-06-18,1920,A,10.31,A
USGS,07141220,1999-06-19,1920,A,10.31,A
USGS,07141220,1999-06-20,1840,A,10.13,A
USGS,07141220,1999-06-21,1690,A,9.76,A
USGS,07141220,1999-06-22,1580,A,9.5,A
USGS,07141220,1999-06-23,1570,A,9.5,A
USGS,07141220,1999-06-24,1630,A,9.67,A
USGS,07141220,1999-06-25,1560,A,9.52,A
USGS,07141220,1999-06-26,1460,A,9.26,A
USGS,07141220,1999-06-27,1310,A,8.88,A
USGS,07141220,1999-06-28,1230,A,8.7,A
USGS,07141220,1999-06-29,1170,A,8.56,A
USGS,07141220,1999-06-30,1160,A,8.54,A
USGS,07141220,1999-07-01,1250,A,8.82,A
USGS,07141220,1999-07-02,1320,A,9.01,A
USGS,07141220,1999-07-03,1250,A,8.86,A
USGS,07141220,1999-07-04,1170,A,8.66,A
USGS,07141220,1999-07-05,1140,A,8.6,A
USGS,07141220,1999-07-06,1200,A,8.79,A
USGS,07141220,1999-07-07,1170,A,8.72,A
USGS,07141220,1999-07-08,1060,A,8.45,A
USGS,07141220,1999-07-09,958,A,8.17,A
USGS,07141220,1999-07-10,864,A,7.92,A
USGS,07141220,1999-07-11,783,A,7.69,A
USGS,07141220,1999-07-12,727,A,7.54,A
USGS,07141220,1999-07-13,658,A,7.33,A
USGS,07141220,1999-07-14,608,A,7.16,A
USGS,07141220,1999-07-15,595,A,7.1,A
USGS,07141220,1999-07-16,565,A,6.99,A
USGS,07141220,1999-07-17,549,A,6.92,A
USGS,07141220,1999-07-18,523,A,6.81,A
USGS,07141220,1999-07-19,532,A,6.83,A
USGS,07141220,1999-07-20,574,A,6.98,A
USGS,07141220,1999-07-21,495,A,6.67,A
USGS,07141220,1999-07-22,437,A,6.43,A
USGS,07141220,1999-07-23,406,A,6.29,A
USGS,07141220,1999-07-24,382,A,6.18,A
USGS,07141220,1999-07-25,336,A,6,A
USGS,07141220,1999-07-26,301,A,5.86,A
USGS,07141220,1999-07-27,278,A,5.76,A
USGS,07141220,1999-07-28,256,A,5.66,A
USGS,07141220,1999-07-29,230,A,5.53,A
USGS,07141220,1999-07-30,207,A,5.41,A
USGS,07141220,1999-07-31,199,A,5.36,A
USGS,07141220,1999-08-01,185,A,5.27,A
USGS,07141220,1999-08-02,209,A,5.38,A
USGS,07141220,1999-08-03,195,A,5.3,A
USGS,07141220,1999-08-04,229,A,5.43,A
USGS,07141220,1999-08-05,469,A,6.42,A
USGS,07141220,1999-08-06,440,A,6.29,A
USGS,07141220,1999-08-07,449,A,6.32,A
USGS,07141220,1999-08-08,547,A,6.7,A
USGS,07141220,1999-08-09,616,A,6.94,A
USGS,07141220,1999-08-10,636,A,7.01,A
USGS,07141220,1999-08-11,565,A,6.73,A
USGS,07141220,1999-08-12,518,A,6.54,A
USGS,07141220,1999-08-13,477,A,6.37,A
USGS,07141220,1999-08-14,426,A,6.14,A
USGS,07141220,1999-08-15,383,A,5.94,A
USGS,07141220,1999-08-16,354,A,5.82,A
USGS,07141220,1999-08-17,348,A,5.78,A
USGS,07141220,1999-08-18,376,A,5.89,A
USGS,07141220,1999-08-19,420,A,6.08,A
USGS,07141220,1999-08-20,487,A,6.36,A
USGS,07141220,1999-08-21,562,A,6.66,A
USGS,07141220,1999-08-22,638,A,6.94,A
USGS,07141220,1999-08-23,695,A,7.15,A
USGS,07141220,1999-08-24,655,A,7,A
USGS,07141220,1999-08-25,567,A,6.69,A
USGS,07141220,1999-08-26,508,A,6.46,A
USGS,07141220,1999-08-27,460,A,6.26,A
USGS,07141220,1999-08-28,422,A,6.1,A
USGS,07141220,1999-08-29,397,A,5.99,A
USGS,07141220,1999-08-30,362,A,5.84,A
USGS,07141220,1999-08-31,328,A,5.72,A
USGS,07141220,1999-09-01,302,A,5.62,A
USGS,07141220,1999-09-02,279,A,5.52,A
USGS,07141220,1999-09-03,257,A,5.43,A
USGS,07141220,1999-09-04,241,A,5.36,A
USGS,07141220,1999-09-05,231,A,5.31,A
USGS,07141220,1999-09-06,229,A,5.3,A
USGS,07141220,1999-09-07,217,A,5.25,A
USGS,07141220,1999-09-08,199,A,5.16,A
USGS,07141220,1999-09-09,182,A,5.08,A
USGS,07141220,1999-09-10,170,A,5.01,A
USGS,07141220,1999-09-11,165,A,4.98,A
USGS,07141220,1999-09-12,163,A,4.97,A
USGS,07141220,1999-09-13,153,A,4.91,A
USGS,07141220,1999-09-14,147,A,4.88,A
USGS,07141220,1999-09-15,147,A,4.88,A
USGS,07141220,1999-09-16,148,A,4.88,A
USGS,07141220,1999-09-17,145,A,4.87,A
USGS,07141220,1999-09-18,155,A,4.93,A
USGS,07141220,1999-09-19,155,A,4.93,A
USGS,07141220,1999-09-20,160,A,4.96,A
USGS,07141220,1999-09-21,160,A,4.96,A
USGS,07141220,1999-09-22,161,A,4.96,A
USGS,07141220,1999-09-23,160,A,4.96,A
USGS,07141220,1999-09-24,161,A,4.97,A
USGS,07141220,1999-09-25,162,A,4.98,A
USGS,07141220,1999-09-26,165,A,4.99,A
USGS,07141220,1999-09-27,164,A,4.99,A
USGS,07141220,1999-09-28,165,A,4.99,A
USGS,07141220,1999-09-29,167,A,5,A
USGS,07141220,1999-09-30,164,A,4.99,A
USGS,07141220,1999-10-01,159,A,4.96,A
USGS,07141220,1999-10-02,158,A,4.95,A
USGS,07141220,1999-10-03,159,A,4.96,A
USGS,07141220,1999-10-04,159,A,4.96,A
USGS,07141220,1999-10-05,159,A,4.96,A
USGS,07141220,1999-10-06,159,A,4.96,A
USGS,07141220,1999-10-07,159,A,4.96,A
USGS,07141220,1999-10-08,162,A,4.98,A
USGS,07141220,1999-10-09,166,A,5,A
USGS,07141220,1999-10-10,169,A,5.01,A
USGS,07141220,1999-10-11,170,A,5.02,A
USGS,07141220,1999-10-12,170,A,5.02,A
USGS,07141220,1999-10-13,168,A,5.01,A
USGS,07141220,1999-10-14,167,A,5.01,A
USGS,07141220,1999-10-15,168,A,5.01,A
USGS,07141220,1999-10-16,163,A,4.98,A
USGS,07141220,1999-10-17,158,A,4.95,A
USGS,07141220,1999-10-18,159,A,4.96,A
USGS,07141220,1999-10-19,154,A,4.93,A
USGS,07141220,1999-10-20,150,A,4.9,A
USGS,07141220,1999-10-21,148,A,4.89,A
USGS,07141220,1999-10-22,146,A,4.88,A
USGS,07141220,1999-10-23,144,A,4.87,A
USGS,07141220,1999-10-24,143,A,4.86,A
USGS,07141220,1999-10-25,142,A,4.86,A
USGS,07141220,1999-10-26,139,A,4.84,A
USGS,07141220,1999-10-27,139,A,4.84,A
USGS,07141220,1999-10-28,137,A,4.83,A
USGS,07141220,1999-10-29,138,A,4.83,A
USGS,07141220,1999-10-30,139,A,4.84,A
USGS,07141220,1999-10-31,136,A,4.82,A
USGS,07141220,1999-11-01,135,A,4.81,A
USGS,07141220,1999-11-02,135,A,4.81,A
USGS,07141220,1999-11-03,135,A,4.81,A
USGS,07141220,1999-11-04,132,A,4.79,A
USGS,07141220,1999-11-05,130,A,4.78,A
USGS,07141220,1999-11-06,127,A,4.76,A
USGS,07141220,1999-11-07,126,A,4.75,A
USGS,07141220,1999-11-08,127,A,4.76,A
USGS,07141220,1999-11-09,128,A,4.77,A
USGS,07141220,1999-11-10,124,A,4.74,A
USGS,07141220,1999-11-11,122,A,4.73,A
USGS,07141220,1999-11-12,121,A,4.72,A
USGS,07141220,1999-11-13,121,A,4.72,A
USGS,07141220,1999-11-14,120,A,4.71,A
USGS,07141220,1999-11-15,117,A,4.69,A
USGS,07141220,1999-11-16,116,A,4.69,A
USGS,07141220,1999-11-17,115,A,4.68,A
USGS,07141220,1999-11-18,114,A,4.67,A
USGS,07141220,1999-11-19,112,A,4.66,A
USGS,07141220,1999-11-20,112,A,4.66,A
USGS,07141220,1999-11-21,114,A,4.67,A
USGS,07141220,1999-11-22,114,A,4.67,A
USGS,07141220,1999-11-23,116,A,4.69,A
USGS,07141220,1999-11-24,119,A,4.71,A
USGS,07141220,1999-11-25,121,A,4.72,A
USGS,07141220,1999-11-26,125,A,4.75,A
USGS,07141220,1999-11-27,128,A,4.77,A
USGS,07141220,1999-11-28,130,A,4.78,A
USGS,07141220,1999-11-29,134,A,4.8,A
USGS,07141220,1999-11-30,137,A,4.83,A
USGS,07141220,1999-12-01,141,A,4.85,A
USGS,07141220,1999-12-02,142,A,4.86,A
USGS,07141220,1999-12-03,143,A,4.86,A
USGS,07141220,1999-12-04,147,A,4.89,A
USGS,07141220,1999-12-05,152,A,4.92,A
USGS,07141220,1999-12-06,153,A,4.92,A
USGS,07141220,1999-12-07,152,A,4.92,A
USGS,07141220,1999-12-08,151,A,4.91,A
USGS,07141220,1999-12-09,151,A,4.91,A
USGS,07141220,1999-12-10,150,A,4.91,A
USGS,07141220,1999-12-11,148,A,4.89,A
USGS,07141220,1999-12-12,144,A,4.87,A
USGS,07141220,1999-12-13,143,A,4.86,A
USGS,07141220,1999-12-14,142,A,4.86,A
USGS,07141220,1999-12-15,141,A,4.85,A
USGS,07141220,1999-12-16,141,A,4.85,A
USGS,07141220,1999-12-17,141,A,4.85,A
USGS,07141220,1999-12-18,141,A,4.85,A
USGS,07141220,1999-12-19,138,A,4.83,A
USGS,07141220,1999-12-20,136,A,4.82,A
USGS,07141220,1999-12-21,136,A,4.82,A
USGS,07141220,1999-12-22,134,A,4.81,A
USGS,07141220,1999-12-23,132,A,4.79,A
USGS,07141220,1999-12-24,131,A,4.79,A
USGS,07141220,1999-12-25,131,A,4.79,A
USGS,07141220,1999-12-26,130,A,4.78,A
USGS,07141220,1999-12-27,132,A,4.79,A
USGS,07141220,1999-12-28,129,A,4.78,A
USGS,07141220,1999-12-29,131,A,4.79,A
USGS,07141220,1999-12-30,132,A,4.79,A
USGS,07141220,1999-12-31,131,A,4.79,A
USGS,07141220,2000-01-01,132,A,4.79,A
USGS,07141220,2000-01-02,131,A,4.79,A
USGS,07141220,2000-01-03,137,A,4.82,A
USGS,07141220,2000-01-04,130,A e,4.9,A
USGS,07141220,2000-01-05,130,A e,4.86,A
USGS,07141220,2000-01-06,125,A e,4.83,A
USGS,07141220,2000-01-07,125,A e,4.75,A
USGS,07141220,2000-01-08,128,A,4.69,A
USGS,07141220,2000-01-09,140,A,4.76,A
USGS,07141220,2000-01-10,148,A,4.8,A
USGS,07141220,2000-01-11,151,A,4.82,A
USGS,07141220,2000-01-12,150,A,4.81,A
USGS,07141220,2000-01-13,148,A,4.8,A
USGS,07141220,2000-01-14,146,A,4.79,A
USGS,07141220,2000-01-15,146,A,4.79,A
USGS,07141220,2000-01-16,143,A,4.77,A
USGS,07141220,2000-01-17,142,A,4.77,A
USGS,07141220,2000-01-18,141,A,4.77,A
USGS,07141220,2000-01-19,141,A,4.77,A
USGS,07141220,2000-01-20,139,A,4.76,A
USGS,07141220,2000-01-21,139,A,4.76,A
USGS,07141220,2000-01-22,139,A,4.76,A
USGS,07141220,2000-01-23,138,A,4.75,A
USGS,07141220,2000-01-24,135,A,4.73,A
USGS,07141220,2000-01-25,131,A,4.71,A
USGS,07141220,2000-01-26,126,A,4.68,A
USGS,07141220,2000-01-27,120,A e,4.68,A
USGS,07141220,2000-01-28,120,A e,4.72,A
USGS,07141220,2000-01-29,115,A e,4.64,A
USGS,07141220,2000-01-30,112,A,4.57,A
USGS,07141220,2000-01-31,105,A,4.53,A
USGS,07141220,2000-02-01,102,A,4.51,A
